timestamp,velocity_mps,steering_angle_rad,steering_angle_deg
1771539409.744063,0.0,0.0,0.0
1771539410.064696,0.0,0.0,0.0
1771539410.258185,0.0,0.0,0.0
1771539410.2963488,0.0,0.0,0.0
1771539410.3195918,0.0,0.0,0.0
1771539410.357138,0.0,0.0,0.0
1771539410.371579,0.0,0.0,0.0
1771539410.3987732,0.0,0.0,0.0
1771539410.4196167,0.0,0.0,0.0
1771539410.4508996,0.0,0.0,0.0
1771539410.5667956,0.0,0.0,0.0
1771539410.601247,0.0,0.0,0.0
1771539410.6363842,0.13,-0.03490658503988659,-2.0
1771539410.66012,0.13,-0.03490658503988659,-2.0
1771539410.701048,0.13,-0.03490658503988659,-2.0
1771539410.7248142,0.13,-0.03490658503988659,-2.0
1771539410.744347,0.13,-0.06981317007977318,-4.0
1771539410.7688487,0.13,-0.06981317007977318,-4.0
1771539410.8104737,0.13,-0.06981317007977318,-4.0
1771539410.8264778,0.13,-0.06981317007977318,-4.0
1771539410.8586202,0.13,-0.06981317007977318,-4.0
1771539410.9295464,0.13,-0.10471975511965978,-6.0
1771539410.9464376,0.13,-0.10471975511965978,-6.0
1771539410.9836807,0.13,-0.10471975511965978,-6.0
1771539411.0056944,0.13,-0.10471975511965978,-6.0
1771539411.0329757,0.13,-0.10471975511965978,-6.0
1771539411.0807307,0.13,-0.10471975511965978,-6.0
1771539411.108742,0.13,-0.10471975511965978,-6.0
1771539411.1606524,0.13,-0.12217304763960307,-7.0
1771539411.2075853,0.13,-0.12217304763960307,-7.0
1771539411.2677672,0.13,-0.13962634015954636,-8.0
1771539411.3119013,0.13,-0.15707963267948966,-9.0
1771539411.349439,0.13,-0.15707963267948966,-9.0
1771539411.3881705,0.13,-0.15707963267948966,-9.0
1771539411.4062197,0.13,-0.15707963267948966,-9.0
1771539411.4672775,0.13,-0.15707963267948966,-9.0
1771539411.5135262,0.13,-0.15707963267948966,-9.0
1771539411.545553,0.13,-0.15707963267948966,-9.0
1771539411.5791233,0.13,-0.15707963267948966,-9.0
1771539411.6159272,0.13,-0.17453292519943295,-10.0
1771539411.6340554,0.13,-0.17453292519943295,-10.0
1771539411.6636233,0.13,-0.17453292519943295,-10.0
1771539411.6984997,0.13,-0.17453292519943295,-10.0
1771539411.7379587,0.13,-0.19198621771937624,-10.999999999999998
1771539411.7629936,0.13,-0.19198621771937624,-10.999999999999998
1771539411.7864175,0.13,-0.19198621771937624,-10.999999999999998
1771539411.801957,0.13,-0.19198621771937624,-10.999999999999998
1771539411.8326259,0.13,-0.20943951023931956,-12.0
1771539411.8541384,0.13,-0.20943951023931956,-12.0
1771539411.8825748,0.13,-0.20943951023931956,-12.0
1771539411.898074,0.13,-0.20943951023931956,-12.0
1771539411.9223442,0.13,-0.20943951023931956,-12.0
1771539411.9453619,0.13,-0.20943951023931956,-12.0
1771539411.9970808,0.13,-0.20943951023931956,-12.0
1771539412.0322235,0.13,-0.20943951023931956,-12.0
1771539412.063346,0.13,-0.20943951023931956,-12.0
1771539412.1424916,0.13,-0.22689280275926285,-13.000000000000002
1771539412.171854,0.13,-0.22689280275926285,-13.000000000000002
1771539412.2336614,0.13,-0.22689280275926285,-13.000000000000002
1771539412.2678497,0.13,-0.24434609527920614,-14.0
1771539412.2921505,0.13,-0.24434609527920614,-14.0
1771539412.317538,0.13,-0.24434609527920614,-14.0
1771539412.367696,0.13,-0.24434609527920614,-14.0
1771539412.3990817,0.13,-0.24434609527920614,-14.0
1771539412.4789448,0.13,-0.2617993877991494,-14.999999999999998
1771539412.5139275,0.13,-0.2617993877991494,-14.999999999999998
1771539412.530755,0.13,-0.2617993877991494,-14.999999999999998
1771539412.5475945,0.13,-0.2617993877991494,-14.999999999999998
1771539412.5681856,0.13,-0.2617993877991494,-14.999999999999998
1771539412.6442375,0.13,-0.2617993877991494,-14.999999999999998
1771539412.6944368,0.13,-0.2617993877991494,-14.999999999999998
1771539412.7172549,0.13,-0.2617993877991494,-14.999999999999998
1771539412.7444324,0.13,-0.2617993877991494,-14.999999999999998
1771539412.7701974,0.13,-0.2617993877991494,-14.999999999999998
1771539412.8177924,0.13,-0.2792526803190927,-16.0
1771539412.8433597,0.13,-0.2792526803190927,-16.0
1771539412.9523673,0.13,-0.2792526803190927,-16.0
1771539412.99523,0.13,-0.2792526803190927,-16.0
1771539413.130533,0.13,-0.2617993877991494,-14.999999999999998
1771539413.1777875,0.13,-0.2617993877991494,-14.999999999999998
1771539413.2257404,0.13,-0.2617993877991494,-14.999999999999998
1771539413.2681625,0.13,-0.2617993877991494,-14.999999999999998
1771539413.3109424,0.13,-0.2617993877991494,-14.999999999999998
1771539413.3442092,0.13,-0.2617993877991494,-14.999999999999998
1771539413.472925,0.13,-0.2792526803190927,-16.0
1771539413.499793,0.13,-0.2792526803190927,-16.0
1771539413.5497065,0.13,-0.2792526803190927,-16.0
1771539413.6124413,0.13,-0.29670597283903605,-17.0
1771539413.6459503,0.13,-0.29670597283903605,-17.0
1771539413.6833775,0.13,-0.29670597283903605,-17.0
1771539413.75596,0.13,-0.3141592653589793,-18.0
1771539413.8121676,0.13,-0.3141592653589793,-18.0
1771539413.8453717,0.13,-0.3141592653589793,-18.0
1771539413.873648,0.13,-0.33161255787892263,-19.0
1771539413.9325924,0.13,-0.33161255787892263,-19.0
1771539413.9750888,0.13,-0.3490658503988659,-20.0
1771539414.0069976,0.13,-0.3490658503988659,-20.0
1771539414.029217,0.13,-0.3665191429188092,-21.0
1771539414.052063,0.13,-0.3665191429188092,-21.0
1771539414.08235,0.13,-0.3839724354387525,-21.999999999999996
1771539414.1233761,0.13,-0.3839724354387525,-21.999999999999996
1771539414.1713448,0.13,-0.4014257279586958,-23.0
1771539414.2025394,0.13,-0.4014257279586958,-23.0
1771539414.2438805,0.13,-0.4014257279586958,-23.0
1771539414.2920842,0.13,-0.4188790204786391,-24.0
1771539414.33309,0.13,-0.4188790204786391,-24.0
1771539414.3593154,0.13,-0.4188790204786391,-24.0
1771539414.386188,0.13,-0.4188790204786391,-24.0
1771539414.432768,0.13,-0.4188790204786391,-24.0
1771539414.4881535,0.13,-0.4188790204786391,-24.0
1771539414.5236511,0.13,-0.4537856055185257,-26.000000000000004
1771539414.5471187,0.13,-0.4537856055185257,-26.000000000000004
1771539414.5874405,0.13,-0.4537856055185257,-26.000000000000004
1771539414.62589,0.13,-0.47123889803846897,-27.0
1771539414.6668873,0.13,-0.47123889803846897,-27.0
1771539414.7414339,0.13,-0.4886921905584123,-28.0
1771539414.7617736,0.13,-0.4886921905584123,-28.0
1771539414.815836,0.13,-0.5061454830783556,-29.0
1771539414.8675094,0.13,-0.5061454830783556,-29.0
1771539414.9195914,0.13,-0.5061454830783556,-29.0
1771539414.977665,0.13,-0.5061454830783556,-29.0
1771539415.0087829,0.13,-0.5061454830783556,-29.0
1771539415.084864,0.13,-0.5061454830783556,-29.0
1771539415.1244144,0.13,-0.5061454830783556,-29.0
1771539415.1492054,0.13,-0.5061454830783556,-29.0
1771539415.213431,0.13,-0.5061454830783556,-29.0
