timestamp,px,py,pz,vx,vy,vz,bax,bay,baz,bgx,bgy,bgz,yaw,pitch,roll
1762289051.941514,-0.04400342824135804,-0.03061806956886974,-0.012616103295563424,-1.8576613003889648,-1.2872263029770887,0.6304416963405248,0.0,0.0,0.0,-0.0007429721214098836,0.002327627417944428,0.0,-1.2558957789316758,18.660390084832812,-13.585008456950803
1762289052.648778,-1.1939167422158363,0.38651799897900446,0.11232747256165129,-8.402850816465511,5.327184312915745,-0.23098747354689247,0.0,0.0,0.0,0.09001673167605778,0.23872891964604653,0.0,-108.01781955928932,2.567850144062484,-113.09501129933211
1762289053.0155675,-1.9025183156945231,0.7695145757783922,0.012592346622944051,-8.354225715982983,4.58660152396339,-2.15302230688768,0.0,0.0,0.0,0.045315585524598495,0.19766380318453466,0.0,-109.26137391046184,13.666602408921767,-131.40928374804065
1762289053.2735515,-2.4963061979451773,1.1101296614392797,-0.1661586594364691,-8.749374577054573,4.82920978678221,-3.3417994229525774,0.0,0.0,0.0,0.01753195229382523,0.17382948068335025,0.0,-109.38486778065803,13.309354396922666,-129.06322131382873
1762289053.4977367,-3.0780443362430394,1.596906541475387,-0.39593125078245217,-9.165233263097557,5.777979552941463,-4.437812477982758,0.0,0.0,0.0,0.015327639949127725,0.17083245982571724,0.0,-106.4456687853452,0.793348520259451,-109.41848590910034
1762289053.7574513,-4.204405210101679,4.469171120131253,-0.9006344124108312,-8.138796787781672,14.606553795380307,-6.532309247399201,0.0,0.0,0.0,0.3425940912536718,0.47099839026441415,0.0,-159.1269883318515,23.321149525988965,115.45474339138453
1762289053.9667587,-4.3920216751490395,3.0783288184122557,-1.1711706371694146,-9.229412279139138,7.774344878022815,-7.472468980445421,0.0,0.0,0.0,0.033512339549642556,0.18784802444034843,0.0,-117.93358287391759,-25.221159478789005,-59.44646237871687
1762289054.1695604,-4.872499732127527,3.4118302101494735,-1.5714658102432848,-9.334739677374367,7.540577157961687,-8.369718684358524,0.0,0.0,0.0,0.014656340212964969,0.15887531838870506,0.0,-114.50150309310264,-24.307956358302505,-62.653713717109696
1762289054.3854837,-5.342495870861883,4.835474435032961,-2.067493954550719,-8.38890700923398,10.345641674606133,-9.315788348366542,0.0,0.0,0.0,0.1356812323192213,0.27827280459208603,0.0,-151.4975146567012,-29.067844055933428,7.85694653471115
1762289054.6045258,-5.74574269060956,5.516289768268253,-2.543058355785587,-8.108448639700123,10.97907286349203,-9.465037439111628,0.0,0.0,0.0,0.152907974961962,0.2979448654165692,0.0,-156.03333333155447,-25.479452892511475,17.282916419012455
1762289054.9692423,-6.553999081731028,6.629892314936654,-3.504215066917858,-7.927962393183892,11.52584476783193,-9.736852956219659,0.0,0.0,0.0,0.1507397057372777,0.2960960811303465,0.0,-156.59108579713518,-24.783324743028146,18.559464111656148
1762289055.2126186,-6.972341697953781,7.202903261029368,-4.001294303223681,-7.87161206755654,11.724827674289969,-9.84193651156362,0.0,0.0,0.0,0.15768320396044017,0.2924502764425309,0.0,-157.47615754716088,-25.56902613159626,20.621082421418112
1762289055.4609237,-7.534812119837325,8.011159172730151,-4.6964357501352465,-7.774975029320057,12.056724179624139,-10.009857913453489,0.0,0.0,0.0,0.1570700333180343,0.288550097199817,0.0,-157.74955492800564,-25.483128436090336,21.226428091695894
1762289055.7411838,-8.142456061592778,8.769104681611816,-5.397629151596422,-7.866645560772581,12.277373499437235,-10.142751385906886,0.0,0.0,0.0,0.15013292356275137,0.27234741106583904,0.0,-157.05257405790545,-26.99512948309108,19.645597242534635
1762289056.13047,-8.70766596707617,9.618648094140118,-6.111316658183712,-7.798801298292538,12.622993832890662,-10.299973982620159,0.0,0.0,0.0,0.14812857378866465,0.26751431089044575,0.0,-157.21606968629922,-26.762513729028598,20.040379394584487
1762289056.5645497,-9.51119731880371,10.879699071524161,-7.151063765016768,-7.70625871250797,13.185245346183672,-10.558775237394572,0.0,0.0,0.0,0.13873128624812986,0.261370775081884,0.0,-157.04239148857,-26.013574330379406,19.625662243099697
1762289057.1554458,-10.334776242603633,12.159960184343122,-8.20375017197254,-7.6210301107321605,13.612568774879177,-10.742051022930722,0.0,0.0,0.0,0.14114946389328215,0.2511325015634904,0.0,-157.55320461387763,-26.499073620795706,20.797499956750976
1762289057.396797,-10.92050723840411,13.108347825957878,-8.961082354697943,-7.634436516208169,14.034321579238075,-10.929945806211814,0.0,0.0,0.0,0.13003402552777008,0.24401059336604297,0.0,-157.09773048759683,-26.11236424643574,19.764546789988263
