timestamp,x1,y1,z1,quality1,x2,y2,z2,quality2
1770153405.1484091,,,,,,,,
1770153405.8632755,,,,,,,,
1770153406.1507149,,,,,,,,
1770153406.1622598,,,,,,,,
1770153406.1741788,,,,,,,,
1770153406.1856523,,,,,,,,
1770153406.1969194,,,,,,,,
1770153406.2100341,,,,,,,,
1770153406.221359,,,,,,,,
1770153406.2325482,,,,,,,,
1770153406.244156,,,,,,,,
1770153406.256436,,,,,,,,
1770153406.268708,,,,,,,,
1770153406.2814407,,,,,,,,
1770153406.2954917,,,,,,,,
1770153406.3114557,,,,,,,,
1770153406.3249085,,,,,,,,
1770153406.337636,,,,,,,,
1770153406.3512447,,,,,,,,
1770153406.3637326,,,,,,,,
1770153406.3764527,,,,,,,,
1770153406.615878,,,,,,,,
1770153406.6275597,,,,,,,,
1770153406.6402125,,,,,,,,
1770153406.6545784,,,,,,,,
1770153406.6667843,,,,,,,,
1770153406.6796992,,,,,,,,
1770153406.6913395,,,,,,,,
1770153406.7031226,,,,,,,,
1770153406.7154298,,,,,,,,
1770153406.7267423,,,,,,,,
1770153406.738345,,,,,,,,
1770153406.7498276,,,,,,,,
1770153406.7622576,,,,,,,,
1770153406.7749445,,,,,,,,
1770153406.7867756,,,,,,,,
1770153406.7982342,,,,,,,,
1770153406.8095586,,,,,,,,
1770153406.823163,,,,,,,,
1770153406.8346097,,,,,,,,
1770153406.845882,,,,,,,,
1770153406.8584845,,,,,,,,
1770153406.8700411,,,,,,,,
1770153406.8812988,,,,,,,,
1770153407.0919628,,,,,,,,
1770153407.1093779,,,,,,,,
1770153407.1206841,,,,,,,,
1770153407.1321523,,,,,,,,
1770153407.1434555,,,,,,,,
1770153407.154877,,,,,,,,
1770153407.1663516,,,,,,,,
1770153407.1775892,,,,,,,,
1770153407.1892061,,,,,,,,
1770153407.2004926,,,,,,,,
1770153407.2118273,,,,,,,,
1770153407.223296,,,,,,,,
1770153407.2346022,,,,,,,,
1770153407.2470336,,,,,,,,
1770153407.2584748,,,,,,,,
1770153407.269841,,,,,,,,
1770153407.281516,,,,,,,,
1770153407.2929733,,,,,,,,
1770153407.304405,,,,,,,,
1770153407.315665,,,,,,,,
1770153407.3269105,,,,,,,,
1770153407.3383756,,,,,,,,
1770153407.3496623,,,,,,,,
1770153407.3609326,,,,,,,,
1770153407.3723574,,,,,,,,
1770153407.3836367,,,,,,,,
1770153407.6780777,,,,,,,,
1770153407.6915257,,,,,,,,
1770153407.7030523,,,,,,,,
1770153407.7144644,,,,,,,,
1770153407.7275338,,,,,,,,
1770153407.7390044,,,,,,,,
1770153407.750213,,,,,,,,
1770153407.7615793,,,,,,,,
1770153407.772879,,,,,,,,
1770153407.7842495,,,,,,,,
1770153407.795478,,,,,,,,
1770153407.8068993,,,,,,,,
1770153407.820756,,,,,,,,
1770153407.8321638,,,,,,,,
1770153407.8433444,,,,,,,,
1770153407.854677,,,,,,,,
1770153407.8658764,,,,,,,,
1770153407.878247,,,,,,,,
1770153407.8895586,,,,,,,,
1770153408.0959556,,,,,,,,
1770153408.1086333,,,,,,,,
1770153408.120449,,,,,,,,
1770153408.1323369,,,,,,,,
1770153408.1442125,,,,,,,,
1770153408.1559925,,,,,,,,
1770153408.1673646,,,,,,,,
1770153408.1788735,,,,,,,,
1770153408.1904216,,,,,,,,
1770153408.2016315,,,,,,,,
1770153408.212912,,,,,,,,
1770153408.2241416,,,,,,,,
1770153408.2355552,,,,,,,,
1770153408.2471595,,,,,,,,
1770153408.2614248,,,,,,,,
1770153408.2734303,,,,,,,,
1770153408.2852392,,,,,,,,
1770153408.2971745,,,,,,,,
1770153408.3088844,,,,,,,,
1770153408.3204343,,,,,,,,
1770153408.3322384,,,,,,,,
1770153408.3443115,,,,,,,,
1770153408.3578215,,,,,,,,
1770153408.3710916,,,,,,,,
1770153408.3831136,,,,,,,,
1770153408.3953016,,,,,,,,
1770153408.753014,3.15,3.98,1.41,85,,,,
1770153408.772491,3.15,3.98,1.41,85,,,,
1770153408.788835,3.15,3.98,1.41,85,,,,
1770153408.8039365,3.15,3.98,1.41,85,,,,
1770153408.823015,3.18,3.98,1.38,84,,,,
1770153408.8380814,3.18,3.98,1.38,84,,,,
1770153408.8558295,3.18,3.98,1.38,84,,,,
1770153408.87135,3.18,3.98,1.38,84,,,,
1770153408.8864827,3.18,3.98,1.38,84,,,,
1770153408.901404,3.18,3.98,1.38,84,,,,
1770153409.19915,3.14,3.94,1.52,92,,,,
1770153409.2155454,3.14,3.94,1.52,92,,,,
1770153409.2308574,3.14,3.94,1.52,92,,,,
1770153409.2481382,3.13,3.97,1.47,84,,,,
1770153409.2638805,3.13,3.97,1.47,84,,,,
1770153409.279353,3.13,3.97,1.47,84,,,,
1770153409.2942767,3.13,3.97,1.47,84,,,,
1770153409.3115244,3.13,3.97,1.47,84,,,,
1770153409.3285346,3.13,3.97,1.47,84,,,,
1770153409.3438795,3.13,3.97,1.47,84,,,,
1770153409.3612547,3.0,4.06,1.46,87,,,,
1770153409.376495,3.0,4.06,1.46,87,,,,
1770153409.3935812,3.0,4.06,1.46,87,,,,
1770153409.4095552,3.0,4.06,1.46,87,,,,
1770153409.7987578,3.08,3.97,1.48,92,,,,
1770153409.8162038,3.08,3.97,1.48,92,,,,
1770153409.8323326,3.08,3.97,1.48,92,,,,
1770153409.8538146,3.1,3.94,1.54,93,,,,
1770153409.8717844,3.1,3.94,1.54,93,,,,
1770153409.889034,3.1,3.94,1.54,93,,,,
1770153409.9048412,3.1,3.94,1.54,93,,,,
1770153409.920449,3.1,3.94,1.54,93,,,,
1770153410.178483,3.09,4.01,1.42,83,,,,
1770153410.1967213,3.09,4.01,1.42,83,,,,
1770153410.2133002,3.09,4.01,1.42,83,,,,
1770153410.2291956,3.09,4.01,1.42,83,,,,
1770153410.2465763,3.09,4.01,1.42,83,,,,
1770153410.2636635,3.09,4.03,1.38,83,,,,
1770153410.281413,3.09,4.03,1.38,83,,,,
1770153410.297779,3.09,4.03,1.38,83,,,,
1770153410.3148167,3.09,4.03,1.38,83,,,,
1770153410.3307428,3.09,4.03,1.38,83,,,,
1770153410.3483014,3.09,4.03,1.38,83,,,,
1770153410.3647263,3.1,3.98,1.43,92,,,,
1770153410.3807402,3.1,3.98,1.43,92,,,,
1770153410.3967302,3.1,3.98,1.43,92,,,,
1770153410.4117296,3.1,3.98,1.43,92,,,,
1770153410.4314172,3.1,3.98,1.43,92,,,,
1770153410.7787924,3.14,3.97,1.4,86,,,,
1770153410.7957847,3.14,3.97,1.4,86,,,,
1770153410.8113158,3.14,3.97,1.4,86,,,,
1770153410.8276823,3.14,3.97,1.4,86,,,,
1770153410.8480196,3.14,3.97,1.4,86,,,,
1770153410.8635345,3.13,4.0,1.37,83,,,,
1770153410.8812828,3.13,4.0,1.37,83,,,,
1770153410.8969183,3.13,4.0,1.37,83,,,,
1770153410.9119709,3.13,4.0,1.37,83,,,,
1770153410.9274256,3.13,4.0,1.37,83,,,,
1770153410.9425795,3.13,4.0,1.37,83,,,,
1770153411.2092302,3.12,4.0,1.33,87,,,,
1770153411.227041,3.12,4.0,1.33,87,,,,
