timestamp,count,velocity
1769115070.0337005,0,0.0
1769115071.5409658,0,0.0
1769115073.4469473,0,0.0
1769115075.7241175,0,0.0
1769115077.6000226,0,0.0
1769115078.3409874,0,0.0
1769115079.0751233,0,0.0
1769115080.1668751,0,0.0
1769115080.9009008,0,0.0
1769115081.4401498,0,0.0
1769115082.1321504,0,0.0
1769115082.8605976,0,0.0
1769115083.441793,0,0.0
1769115084.1032932,0,0.0
1769115084.6543837,0,0.0
1769115085.3888614,0,0.0
1769115086.0864582,0,0.0
1769115086.6086206,0,0.0
1769115088.137782,0,0.0
1769115089.3467586,0,0.0
1769115090.403437,0,0.0
1769115091.368932,0,0.0
1769115092.2750382,0,0.0
1769115093.9007213,0,0.0
1769115094.8070116,0,0.0
1769115095.8882492,0,0.0
1769115096.8308604,0,0.0
1769115097.5958354,0,0.0
1769115098.3928356,0,0.0
1769115099.3163028,0,0.0
1769115100.0639353,0,0.0
1769115101.7618988,0,0.0
1769115102.9471295,0,0.0
1769115103.7841167,0,0.0
1769115104.6021168,0,0.0
1769115105.5832367,0,0.0
1769115106.2784917,0,0.0
1769115107.5553584,0,0.0
1769115108.1446965,0,0.0
1769115108.5625758,0,0.0
1769115108.577625,0,0.0
1769115108.5935419,0,0.0
1769115108.6088364,0,0.0
1769115108.62374,0,0.0
1769115108.6399531,0,0.0
1769115108.6586113,0,0.0
1769115109.1865458,0,0.0
1769115109.6474967,0,0.0
1769115109.6646206,0,0.0
1769115109.6876428,0,0.0
1769115109.7049072,0,0.0
1769115110.248891,0,0.0
1769115110.6380703,0,0.0
1769115110.654723,0,0.0
1769115110.671522,0,0.0
1769115110.6871843,0,0.0
1769115110.7045836,0,0.0
1769115110.7218504,0,0.0
1769115110.7426376,0,0.0
1769115110.7612865,0,0.0
1769115111.2882597,0,0.0
1769115111.7089639,0,0.0
1769115111.7256021,0,0.0
1769115111.7411947,0,0.0
1769115111.7568138,0,0.0
1769115111.7720153,0,0.0
1769115111.7878108,0,0.0
1769115111.804548,0,0.0
1769115112.398785,0,0.0
1769115112.7241335,0,0.0
1769115112.7403717,0,0.0
1769115112.7586908,0,0.0
1769115112.784276,0,0.0
1769115112.8035018,0,0.0
1769115112.8243318,0,0.0
1769115112.8412416,0,0.0
1769115112.8572893,0,0.0
1769115112.8767428,0,0.0
1769115112.9063838,0,0.0
1769115113.4937847,0,0.0
1769115113.8462074,0,0.0
1769115113.8648217,0,0.0
1769115113.8847046,0,0.0
1769115113.9033475,0,0.0
1769115113.9262462,0,0.0
1769115113.9451368,0,0.0
1769115113.9652126,0,0.0
1769115113.984173,0,0.0
1769115114.0032952,0,0.0
1769115114.638283,0,0.0
1769115115.030015,0,0.0
1769115115.053505,0,0.0
1769115115.0728245,0,0.0
1769115115.0932112,0,0.0
1769115115.1128874,0,0.0
1769115115.1387398,0,0.0
1769115115.7253327,0,0.0
1769115116.1418526,0,0.0
1769115116.167079,0,0.0
1769115116.1881704,0,0.0
1769115116.2128818,0,0.0
1769115116.2335231,0,0.0
1769115116.7588668,0,0.0
1769115117.2532387,0,0.0
1769115117.2759414,0,0.0
1769115117.7612948,0,0.0
1769115117.7788413,0,0.0
1769115117.7941267,0,0.0
1769115118.316846,0,0.0
1769115118.789158,0,0.0
1769115118.8117237,0,0.0
1769115118.8282375,0,0.0
1769115119.9089096,0,0.0
1769115120.5439992,0,0.0
1769115120.913898,0,0.0
1769115120.9369795,0,0.0
1769115120.9570656,0,0.0
1769115120.9742956,0,0.0
1769115121.008634,0,0.0
1769115121.0273557,0,0.0
1769115121.0438323,0,0.0
1769115121.6146162,0,0.0
1769115121.9777126,0,0.0
1769115121.9969213,0,0.0
1769115122.0186577,0,0.0
1769115122.0365636,0,0.0
1769115122.0576444,0,0.0
1769115122.0809386,0,0.0
1769115122.1025333,0,0.0
1769115122.1256843,0,0.0
1769115122.668739,0,0.0
1769115123.032665,0,0.0
1769115123.053238,0,0.0
1769115123.0799758,0,0.0
1769115123.098193,0,0.0
1769115123.125598,0,0.0
1769115123.146185,0,0.0
1769115123.1644583,0,0.0
1769115123.1837387,0,0.0
1769115123.6984804,0,0.0
1769115123.996722,0,0.0
1769115124.0206103,0,0.0
1769115124.0402706,0,0.0
1769115124.059267,0,0.0
1769115124.0801375,0,0.0
1769115124.112898,0,0.0
1769115124.1390219,0,0.0
1769115124.1631496,0,0.0
1769115124.1808162,0,0.0
1769115124.2113907,0,0.0
1769115124.7717333,0,0.0
1769115125.1644344,0,0.0
1769115125.192657,0,0.0
1769115125.2120054,0,0.0
1769115125.230273,0,0.0
1769115125.2503262,0,0.0
1769115125.2679825,0,0.0
1769115125.2868092,0,0.0
1769115125.8786979,0,0.0
1769115126.6557736,0,0.0
1769115126.9176114,0,0.0
1769115126.936182,0,0.0
1769115126.9530842,0,0.0
1769115126.9773614,0,0.0
1769115127.0002577,0,0.0
1769115127.0332508,0,0.0
1769115127.0551271,0,0.0
1769115127.0799193,0,0.0
1769115127.0994337,0,0.0
1769115127.1199512,0,0.0
1769115127.1502528,0,0.0
1769115127.1715496,0,0.0
1769115127.6990485,0,0.0
1769115127.986139,0,0.0
1769115128.007127,0,0.0
1769115128.039115,0,0.0
1769115128.0617719,0,0.0
1769115128.079885,0,0.0
1769115128.1132095,0,0.0
1769115128.1394897,0,0.0
1769115128.1599312,0,0.0
1769115128.1793852,0,0.0
1769115128.2093334,0,0.0
1769115128.7517998,0,0.0
1769115129.074473,0,0.0
1769115129.1008818,0,0.0
1769115129.1192012,0,0.0
1769115129.1381376,0,0.0
1769115129.156824,0,0.0
1769115129.1792088,0,0.0
1769115129.1975667,0,0.0
1769115129.2186222,0,0.0
1769115129.2427795,0,0.0
1769115129.270383,0,0.0
1769115129.805555,0,0.0
1769115130.1847682,0,0.0
1769115130.229084,0,0.0
1769115130.2521262,0,0.0
1769115130.2729115,0,0.0
1769115130.296565,0,0.0
1769115130.3162227,0,0.0
1769115130.8484874,0,0.0
1769115131.2911367,0,0.0
1769115131.3144395,0,0.0
1769115131.3316507,0,0.0
1769115131.3542266,0,0.0
1769115131.8865254,0,0.0
1769115132.339681,0,0.0
