timestamp,x1,y1,z1,quality1,x2,y2,z2,quality2
1769121343.817696,,,,,,,,
1769121343.8311756,,,,,,,,
1769121343.8506422,,,,,,,,
1769121343.8641787,,,,,,,,
1769121343.8809655,,,,,,,,
1769121343.8928185,,,,,,,,
1769121343.9087353,,,,,,,,
1769121343.9224105,,,,,,,,
1769121343.9367797,,,,,,,,
1769121343.9547453,,,,,,,,
1769121343.9705849,,,,,,,,
1769121343.9903426,,,,,,,,
1769121344.005719,,,,,,,,
1769121344.0212908,,,,,,,,
1769121344.0360663,,,,,,,,
1769121344.0494843,,,,,,,,
1769121344.0636797,,,,,,,,
1769121344.075706,,,,,,,,
1769121344.089244,,,,,,,,
1769121344.1046598,,,,,,,,
1769121344.1228566,,,,,,,,
1769121344.1373796,,,,,,,,
1769121344.1507115,,,,,,,,
1769121344.1622086,,,,,,,,
1769121344.1741672,,,,,,,,
1769121344.1878905,,,,,,,,
1769121344.1994753,,,,,,,,
1769121344.2127216,,,,,,,,
1769121344.2242806,,,,,,,,
1769121344.2359023,,,,,,,,
1769121344.2471752,,,,,,,,
1769121344.2618618,,,,,,,,
1769121344.272888,,,,,,,,
1769121344.2848597,,,,,,,,
1769121344.296128,,,,,,,,
1769121344.3072667,,,,,,,,
1769121344.318137,,,,,,,,
1769121344.3290467,,,,,,,,
1769121344.3403885,,,,,,,,
1769121344.352007,,,,,,,,
1769121344.3628974,,,,,,,,
1769121344.3738265,,,,,,,,
1769121344.384778,,,,,,,,
1769121344.3957982,,,,,,,,
1769121344.4066575,,,,,,,,
1769121344.4177158,,,,,,,,
1769121344.4286075,,,,,,,,
1769121344.44137,,,,,,,,
1769121344.4538207,,,,,,,,
1769121344.464806,,,,,,,,
1769121344.4757073,,,,,,,,
1769121344.4866352,,,,,,,,
1769121344.497574,,,,,,,,
1769121344.5091872,,,,,,,,
1769121344.5213115,,,,,,,,
1769121344.5326712,,,,,,,,
1769121344.544138,,,,,,,,
1769121344.5563338,,,,,,,,
1769121344.5717247,,,,,,,,
1769121344.5845435,,,,,,,,
1769121344.5964944,,,,,,,,
1769121344.6087098,,,,,,,,
1769121344.6203463,,,,,,,,
1769121344.6326327,,,,,,,,
1769121344.645101,,,,,,,,
1769121344.656867,,,,,,,,
1769121344.6715178,,,,,,,,
1769121344.6837544,,,,,,,,
1769121344.7044203,,,,,,,,
1769121344.7177474,,,,,,,,
1769121344.7385952,,,,,,,,
1769121344.7531953,,,,,,,,
1769121344.7656057,,,,,,,,
1769121344.7858331,,,,,,,,
1769121344.8021955,,,,,,,,
1769121344.8260422,,,,,,,,
1769121344.8414755,,,,,,,,
1769121344.873825,,,,,,,,
1769121344.8934305,,,,,,,,
1769121344.908547,,,,,,,,
1769121344.9312658,,,,,,,,
1769121344.9482827,,,,,,,,
1769121344.9691114,,,,,,,,
1769121344.9871237,,,,,,,,
1769121345.0075026,,,,,,,,
1769121345.0291405,,,,,,,,
1769121345.0413053,,,,,,,,
1769121345.0565298,,,,,,,,
1769121345.0707269,,,,,,,,
1769121345.0902247,,,,,,,,
1769121345.1028244,,,,,,,,
1769121345.1215756,,,,,,,,
1769121345.1402812,,,,,,,,
1769121345.1614232,,,,,,,,
1769121345.1743376,,,,,,,,
1769121345.1892693,,,,,,,,
1769121345.2025702,,,,,,,,
1769121345.2202172,,,,,,,,
1769121345.2359293,,,,,,,,
1769121345.2498856,,,,,,,,
1769121345.2639432,,,,,,,,
1769121345.2768974,,,,,,,,
1769121345.2943106,,,,,,,,
1769121345.314913,,,,,,,,
1769121345.3266993,,,,,,,,
1769121345.3488016,,,,,,,,
1769121345.3643277,,,,,,,,
1769121345.378062,,,,,,,,
1769121345.3895974,,,,,,,,
1769121345.4022684,,,,,,,,
1769121345.4208694,,,,,,,,
1769121345.4346864,,,,,,,,
1769121345.4466925,,,,,,,,
1769121345.458455,,,,,,,,
1769121345.4736009,,,,,,,,
1769121345.4885905,,,,,,,,
1769121345.5024467,,,,,,,,
1769121345.5141065,,,,,,,,
1769121345.525956,,,,,,,,
1769121345.537695,,,,,,,,
1769121345.5491357,,,,,,,,
1769121345.5612814,,,,,,,,
1769121345.5728488,,,,,,,,
1769121345.587852,,,,,,,,
1769121345.5997403,,,,,,,,
1769121345.6115143,,,,,,,,
1769121345.6312385,,,,,,,,
1769121345.6430428,,,,,,,,
1769121345.6541364,,,,,,,,
1769121345.6655855,,,,,,,,
1769121345.6767364,,,,,,,,
1769121345.6895278,,,,,,,,
1769121345.7038012,,,,,,,,
1769121345.7155788,,,,,,,,
1769121345.7287424,,,,,,,,
1769121345.7430818,,,,,,,,
1769121345.754533,,,,,,,,
1769121345.7665312,,,,,,,,
1769121345.7806184,,,,,,,,
1769121345.7925553,,,,,,,,
1769121345.8040469,,,,,,,,
1769121345.8159783,,,,,,,,
1769121345.8275423,,,,,,,,
1769121345.8388379,,,,,,,,
1769121345.8509352,,,,,,,,
1769121345.8631597,,,,,,,,
1769121345.8777912,,,,,,,,
1769121345.8891065,,,,,,,,
1769121345.9013762,,,,,,,,
1769121345.914999,,,,,,,,
1769121345.9287722,,,,,,,,
1769121345.9427738,,,,,,,,
1769121345.9551532,,,,,,,,
1769121345.9675744,,,,,,,,
1769121345.981751,,,,,,,,
1769121345.9943328,,,,,,,,
1769121346.0060904,,,,,,,,
1769121346.0175476,,,,,,,,
1769121346.029685,,,,,,,,
1769121346.0498435,,,,,,,,
1769121346.061601,,,,,,,,
1769121346.0736208,,,,,,,,
1769121346.088389,,,,,,,,
1769121346.1040845,,,,,,,,
1769121346.1162877,,,,,,,,
1769121346.1292124,,,,,,,,
1769121346.141265,,,,,,,,
1769121346.1533644,,,,,,,,
1769121346.167773,,,,,,,,
1769121346.1812959,,,,,,,,
1769121346.1928203,,,,,,,,
1769121346.2067559,,,,,,,,
1769121346.22173,,,,,,,,
1769121346.2350109,,,,,,,,
1769121346.246463,,,,,,,,
1769121346.2577405,,,,,,,,
1769121346.2732098,,,,,,,,
1769121346.2888312,,,,,,,,
1769121346.3025808,,,,,,,,
1769121346.313897,,,,,,,,
1769121346.3259096,,,,,,,,
1769121346.338204,,,,,,,,
1769121346.3522532,,,,,,,,
1769121346.3686266,,,,,,,,
1769121346.381567,,,,,,,,
1769121346.3932645,,,,,,,,
1769121346.406514,,,,,,,,
1769121346.420722,,,,,,,,
1769121346.43241,,,,,,,,
1769121346.4441044,,,,,,,,
1769121346.4572985,,,,,,,,
1769121346.469131,,,,,,,,
1769121346.4869578,,,,,,,,
1769121346.4985132,,,,,,,,
1769121346.510938,,,,,,,,
1769121346.5234747,,,,,,,,
1769121346.5356636,,,,,,,,
1769121346.547397,,,,,,,,
1769121346.5597463,,,,,,,,
1769121346.571733,,,,,,,,
1769121346.583799,,,,,,,,
1769121346.5963488,,,,,,,,
1769121346.6089652,,,,,,,,
1769121346.628131,,,,,,,,
1769121346.6441648,,,,,,,,
1769121346.6576157,,,,,,,,
1769121346.66973,,,,,,,,
1769121346.683185,,,,,,,,
1769121346.7059548,,,,,,,,
1769121346.7205513,,,,,,,,
1769121346.7331772,,,,,,,,
1769121346.7465787,,,,,,,,
1769121346.7586253,,,,,,,,
1769121346.7700598,,,,,,,,
1769121346.781335,,,,,,,,
1769121346.7925193,,,,,,,,
1769121346.803906,,,,,,,,
1769121346.8150766,,,,,,,,
1769121346.8271818,,,,,,,,
1769121346.8394263,,,,,,,,
1769121346.854519,,,,,,,,
1769121346.8675416,,,,,,,,
1769121346.8800676,,,,,,,,
1769121346.8927643,,,,,,,,
1769121346.904935,,,,,,,,
1769121346.9178052,,,,,,,,
1769121346.9329042,,,,,,,,
1769121346.944669,,,,,,,,
1769121346.956516,,,,,,,,
1769121346.974074,,,,,,,,
1769121346.9879925,,,,,,,,
1769121347.0004594,,,,,,,,
1769121347.0135145,,,,,,,,
1769121347.0277739,,,,,,,,
1769121347.0401444,,,,,,,,
1769121347.0519938,,,,,,,,
1769121347.0653768,,,,,,,,
1769121347.077896,,,,,,,,
1769121347.091381,,,,,,,,
1769121347.1035244,,,,,,,,
1769121347.1149719,,,,,,,,
1769121347.1261775,,,,,,,,
1769121347.137516,,,,,,,,
1769121347.1489828,,,,,,,,
1769121347.1603303,,,,,,,,
1769121347.1718633,,,,,,,,
1769121347.1832986,,,,,,,,
1769121347.1946802,,,,,,,,
1769121347.2067945,,,,,,,,
1769121347.219101,,,,,,,,
1769121347.2306292,,,,,,,,
1769121347.241894,,,,,,,,
1769121347.2541606,,,,,,,,
1769121347.2674165,,,,,,,,
