timestamp,port,name,id,x,y,z,range
1769121343.817696,/dev/ttyACM0,,,,,,
1769121343.817696,/dev/ttyACM1,,,,,,
1769121343.8311756,/dev/ttyACM0,,,,,,
1769121343.8311756,/dev/ttyACM1,,,,,,
1769121343.8506422,/dev/ttyACM0,,,,,,
1769121343.8506422,/dev/ttyACM1,,,,,,
1769121343.8641787,/dev/ttyACM0,,,,,,
1769121343.8641787,/dev/ttyACM1,,,,,,
1769121343.8809655,/dev/ttyACM0,,,,,,
1769121343.8809655,/dev/ttyACM1,,,,,,
1769121343.8928185,/dev/ttyACM0,,,,,,
1769121343.8928185,/dev/ttyACM1,,,,,,
1769121343.9087353,/dev/ttyACM0,,,,,,
1769121343.9087353,/dev/ttyACM1,,,,,,
1769121343.9224105,/dev/ttyACM0,,,,,,
1769121343.9224105,/dev/ttyACM1,,,,,,
1769121343.9367797,/dev/ttyACM0,,,,,,
1769121343.9367797,/dev/ttyACM1,,,,,,
1769121343.9547453,/dev/ttyACM0,,,,,,
1769121343.9547453,/dev/ttyACM1,,,,,,
1769121343.9705849,/dev/ttyACM0,,,,,,
1769121343.9705849,/dev/ttyACM1,,,,,,
1769121343.9903426,/dev/ttyACM0,,,,,,
1769121343.9903426,/dev/ttyACM1,,,,,,
1769121344.005719,/dev/ttyACM0,,,,,,
1769121344.005719,/dev/ttyACM1,,,,,,
1769121344.0212908,/dev/ttyACM0,,,,,,
1769121344.0212908,/dev/ttyACM1,,,,,,
1769121344.0360663,/dev/ttyACM0,,,,,,
1769121344.0360663,/dev/ttyACM1,,,,,,
1769121344.0494843,/dev/ttyACM0,,,,,,
1769121344.0494843,/dev/ttyACM1,,,,,,
1769121344.0636797,/dev/ttyACM0,,,,,,
1769121344.0636797,/dev/ttyACM1,,,,,,
1769121344.075706,/dev/ttyACM0,,,,,,
1769121344.075706,/dev/ttyACM1,,,,,,
1769121344.089244,/dev/ttyACM0,,,,,,
1769121344.089244,/dev/ttyACM1,,,,,,
1769121344.1046598,/dev/ttyACM0,,,,,,
1769121344.1046598,/dev/ttyACM1,,,,,,
1769121344.1228566,/dev/ttyACM0,,,,,,
1769121344.1228566,/dev/ttyACM1,,,,,,
1769121344.1373796,/dev/ttyACM0,,,,,,
1769121344.1373796,/dev/ttyACM1,,,,,,
1769121344.1507115,/dev/ttyACM0,,,,,,
1769121344.1507115,/dev/ttyACM1,,,,,,
1769121344.1622086,/dev/ttyACM0,,,,,,
1769121344.1622086,/dev/ttyACM1,,,,,,
1769121344.1741672,/dev/ttyACM0,,,,,,
1769121344.1741672,/dev/ttyACM1,,,,,,
1769121344.1878905,/dev/ttyACM0,,,,,,
1769121344.1878905,/dev/ttyACM1,,,,,,
1769121344.1994753,/dev/ttyACM0,,,,,,
1769121344.1994753,/dev/ttyACM1,,,,,,
1769121344.2127216,/dev/ttyACM0,,,,,,
1769121344.2127216,/dev/ttyACM1,,,,,,
1769121344.2242806,/dev/ttyACM0,,,,,,
1769121344.2242806,/dev/ttyACM1,,,,,,
1769121344.2359023,/dev/ttyACM0,,,,,,
1769121344.2359023,/dev/ttyACM1,,,,,,
1769121344.2471752,/dev/ttyACM0,,,,,,
1769121344.2471752,/dev/ttyACM1,,,,,,
1769121344.2618618,/dev/ttyACM0,,,,,,
1769121344.2618618,/dev/ttyACM1,,,,,,
1769121344.272888,/dev/ttyACM0,,,,,,
1769121344.272888,/dev/ttyACM1,,,,,,
1769121344.2848597,/dev/ttyACM0,,,,,,
1769121344.2848597,/dev/ttyACM1,,,,,,
1769121344.296128,/dev/ttyACM0,,,,,,
1769121344.296128,/dev/ttyACM1,,,,,,
1769121344.3072667,/dev/ttyACM0,,,,,,
1769121344.3072667,/dev/ttyACM1,,,,,,
1769121344.318137,/dev/ttyACM0,,,,,,
1769121344.318137,/dev/ttyACM1,,,,,,
1769121344.3290467,/dev/ttyACM0,,,,,,
1769121344.3290467,/dev/ttyACM1,,,,,,
1769121344.3403885,/dev/ttyACM0,,,,,,
1769121344.3403885,/dev/ttyACM1,,,,,,
1769121344.352007,/dev/ttyACM0,,,,,,
1769121344.352007,/dev/ttyACM1,,,,,,
1769121344.3628974,/dev/ttyACM0,,,,,,
1769121344.3628974,/dev/ttyACM1,,,,,,
1769121344.3738265,/dev/ttyACM0,,,,,,
1769121344.3738265,/dev/ttyACM1,,,,,,
1769121344.384778,/dev/ttyACM0,,,,,,
1769121344.384778,/dev/ttyACM1,,,,,,
1769121344.3957982,/dev/ttyACM0,,,,,,
1769121344.3957982,/dev/ttyACM1,,,,,,
1769121344.4066575,/dev/ttyACM0,,,,,,
1769121344.4066575,/dev/ttyACM1,,,,,,
1769121344.4177158,/dev/ttyACM0,,,,,,
1769121344.4177158,/dev/ttyACM1,,,,,,
1769121344.4286075,/dev/ttyACM0,,,,,,
1769121344.4286075,/dev/ttyACM1,,,,,,
1769121344.44137,/dev/ttyACM0,,,,,,
1769121344.44137,/dev/ttyACM1,,,,,,
1769121344.4538207,/dev/ttyACM0,,,,,,
1769121344.4538207,/dev/ttyACM1,,,,,,
1769121344.464806,/dev/ttyACM0,,,,,,
1769121344.464806,/dev/ttyACM1,,,,,,
1769121344.4757073,/dev/ttyACM0,,,,,,
1769121344.4757073,/dev/ttyACM1,,,,,,
1769121344.4866352,/dev/ttyACM0,,,,,,
1769121344.4866352,/dev/ttyACM1,,,,,,
1769121344.497574,/dev/ttyACM0,,,,,,
1769121344.497574,/dev/ttyACM1,,,,,,
1769121344.5091872,/dev/ttyACM0,,,,,,
1769121344.5091872,/dev/ttyACM1,,,,,,
1769121344.5213115,/dev/ttyACM0,,,,,,
1769121344.5213115,/dev/ttyACM1,,,,,,
1769121344.5326712,/dev/ttyACM0,,,,,,
1769121344.5326712,/dev/ttyACM1,,,,,,
1769121344.544138,/dev/ttyACM0,,,,,,
1769121344.544138,/dev/ttyACM1,,,,,,
1769121344.5563338,/dev/ttyACM0,,,,,,
1769121344.5563338,/dev/ttyACM1,,,,,,
1769121344.5717247,/dev/ttyACM0,,,,,,
1769121344.5717247,/dev/ttyACM1,,,,,,
1769121344.5845435,/dev/ttyACM0,,,,,,
1769121344.5845435,/dev/ttyACM1,,,,,,
1769121344.5964944,/dev/ttyACM0,,,,,,
1769121344.5964944,/dev/ttyACM1,,,,,,
1769121344.6087098,/dev/ttyACM0,,,,,,
1769121344.6087098,/dev/ttyACM1,,,,,,
1769121344.6203463,/dev/ttyACM0,,,,,,
1769121344.6203463,/dev/ttyACM1,,,,,,
1769121344.6326327,/dev/ttyACM0,,,,,,
1769121344.6326327,/dev/ttyACM1,,,,,,
1769121344.645101,/dev/ttyACM0,,,,,,
1769121344.645101,/dev/ttyACM1,,,,,,
1769121344.656867,/dev/ttyACM0,,,,,,
1769121344.656867,/dev/ttyACM1,,,,,,
1769121344.6715178,/dev/ttyACM0,,,,,,
1769121344.6715178,/dev/ttyACM1,,,,,,
1769121344.6837544,/dev/ttyACM0,,,,,,
1769121344.6837544,/dev/ttyACM1,,,,,,
1769121344.7044203,/dev/ttyACM0,,,,,,
1769121344.7044203,/dev/ttyACM1,,,,,,
1769121344.7177474,/dev/ttyACM0,,,,,,
1769121344.7177474,/dev/ttyACM1,,,,,,
1769121344.7385952,/dev/ttyACM0,,,,,,
1769121344.7385952,/dev/ttyACM1,,,,,,
1769121344.7531953,/dev/ttyACM0,,,,,,
1769121344.7531953,/dev/ttyACM1,,,,,,
1769121344.7656057,/dev/ttyACM0,,,,,,
1769121344.7656057,/dev/ttyACM1,,,,,,
1769121344.7858331,/dev/ttyACM0,,,,,,
1769121344.7858331,/dev/ttyACM1,,,,,,
1769121344.8021955,/dev/ttyACM0,,,,,,
1769121344.8021955,/dev/ttyACM1,,,,,,
1769121344.8260422,/dev/ttyACM0,,,,,,
1769121344.8260422,/dev/ttyACM1,,,,,,
1769121344.8414755,/dev/ttyACM0,,,,,,
1769121344.8414755,/dev/ttyACM1,,,,,,
1769121344.873825,/dev/ttyACM0,,,,,,
1769121344.873825,/dev/ttyACM1,,,,,,
1769121344.8934305,/dev/ttyACM0,,,,,,
1769121344.8934305,/dev/ttyACM1,,,,,,
1769121344.908547,/dev/ttyACM0,,,,,,
1769121344.908547,/dev/ttyACM1,,,,,,
1769121344.9312658,/dev/ttyACM0,,,,,,
1769121344.9312658,/dev/ttyACM1,,,,,,
1769121344.9482827,/dev/ttyACM0,,,,,,
1769121344.9482827,/dev/ttyACM1,,,,,,
1769121344.9691114,/dev/ttyACM0,,,,,,
1769121344.9691114,/dev/ttyACM1,,,,,,
1769121344.9871237,/dev/ttyACM0,,,,,,
1769121344.9871237,/dev/ttyACM1,,,,,,
1769121345.0075026,/dev/ttyACM0,,,,,,
1769121345.0075026,/dev/ttyACM1,,,,,,
1769121345.0291405,/dev/ttyACM0,,,,,,
1769121345.0291405,/dev/ttyACM1,,,,,,
1769121345.0413053,/dev/ttyACM0,,,,,,
1769121345.0413053,/dev/ttyACM1,,,,,,
1769121345.0565298,/dev/ttyACM0,,,,,,
1769121345.0565298,/dev/ttyACM1,,,,,,
1769121345.0707269,/dev/ttyACM0,,,,,,
1769121345.0707269,/dev/ttyACM1,,,,,,
1769121345.0902247,/dev/ttyACM0,,,,,,
1769121345.0902247,/dev/ttyACM1,,,,,,
1769121345.1028244,/dev/ttyACM0,,,,,,
1769121345.1028244,/dev/ttyACM1,,,,,,
1769121345.1215756,/dev/ttyACM0,,,,,,
1769121345.1215756,/dev/ttyACM1,,,,,,
1769121345.1402812,/dev/ttyACM0,,,,,,
1769121345.1402812,/dev/ttyACM1,,,,,,
1769121345.1614232,/dev/ttyACM0,,,,,,
1769121345.1614232,/dev/ttyACM1,,,,,,
1769121345.1743376,/dev/ttyACM0,,,,,,
1769121345.1743376,/dev/ttyACM1,,,,,,
1769121345.1892693,/dev/ttyACM0,,,,,,
1769121345.1892693,/dev/ttyACM1,,,,,,
1769121345.2025702,/dev/ttyACM0,,,,,,
1769121345.2025702,/dev/ttyACM1,,,,,,
1769121345.2202172,/dev/ttyACM0,,,,,,
1769121345.2202172,/dev/ttyACM1,,,,,,
1769121345.2359293,/dev/ttyACM0,,,,,,
1769121345.2359293,/dev/ttyACM1,,,,,,
1769121345.2498856,/dev/ttyACM0,,,,,,
1769121345.2498856,/dev/ttyACM1,,,,,,
1769121345.2639432,/dev/ttyACM0,,,,,,
1769121345.2639432,/dev/ttyACM1,,,,,,
1769121345.2768974,/dev/ttyACM0,,,,,,
1769121345.2768974,/dev/ttyACM1,,,,,,
1769121345.2943106,/dev/ttyACM0,,,,,,
1769121345.2943106,/dev/ttyACM1,,,,,,
1769121345.314913,/dev/ttyACM0,,,,,,
1769121345.314913,/dev/ttyACM1,,,,,,
1769121345.3266993,/dev/ttyACM0,,,,,,
1769121345.3266993,/dev/ttyACM1,,,,,,
1769121345.3488016,/dev/ttyACM0,,,,,,
1769121345.3488016,/dev/ttyACM1,,,,,,
1769121345.3643277,/dev/ttyACM0,,,,,,
1769121345.3643277,/dev/ttyACM1,,,,,,
1769121345.378062,/dev/ttyACM0,,,,,,
1769121345.378062,/dev/ttyACM1,,,,,,
1769121345.3895974,/dev/ttyACM0,,,,,,
1769121345.3895974,/dev/ttyACM1,,,,,,
1769121345.4022684,/dev/ttyACM0,,,,,,
1769121345.4022684,/dev/ttyACM1,,,,,,
1769121345.4208694,/dev/ttyACM0,,,,,,
1769121345.4208694,/dev/ttyACM1,,,,,,
1769121345.4346864,/dev/ttyACM0,,,,,,
1769121345.4346864,/dev/ttyACM1,,,,,,
1769121345.4466925,/dev/ttyACM0,,,,,,
1769121345.4466925,/dev/ttyACM1,,,,,,
1769121345.458455,/dev/ttyACM0,,,,,,
1769121345.458455,/dev/ttyACM1,,,,,,
1769121345.4736009,/dev/ttyACM0,,,,,,
1769121345.4736009,/dev/ttyACM1,,,,,,
1769121345.4885905,/dev/ttyACM0,,,,,,
1769121345.4885905,/dev/ttyACM1,,,,,,
1769121345.5024467,/dev/ttyACM0,,,,,,
1769121345.5024467,/dev/ttyACM1,,,,,,
1769121345.5141065,/dev/ttyACM0,,,,,,
