timestamp,port,name,id,x,y,z,range
1770155712.4153864,/dev/ttyACM0,,,,,,
1770155712.4153864,/dev/ttyACM1,,,,,,
1770155712.5953057,/dev/ttyACM0,,,,,,
1770155712.5953057,/dev/ttyACM1,,,,,,
1770155712.6094415,/dev/ttyACM0,,,,,,
1770155712.6094415,/dev/ttyACM1,,,,,,
1770155712.6315203,/dev/ttyACM0,,,,,,
1770155712.6315203,/dev/ttyACM1,,,,,,
1770155712.6477163,/dev/ttyACM0,,,,,,
1770155712.6477163,/dev/ttyACM1,,,,,,
1770155712.6701078,/dev/ttyACM0,,,,,,
1770155712.6701078,/dev/ttyACM1,,,,,,
1770155712.6903777,/dev/ttyACM0,,,,,,
1770155712.6903777,/dev/ttyACM1,,,,,,
1770155712.7029228,/dev/ttyACM0,,,,,,
1770155712.7029228,/dev/ttyACM1,,,,,,
1770155712.7278383,/dev/ttyACM0,,,,,,
1770155712.7278383,/dev/ttyACM1,,,,,,
1770155712.74136,/dev/ttyACM0,,,,,,
1770155712.74136,/dev/ttyACM1,,,,,,
1770155712.7750692,/dev/ttyACM0,,,,,,
1770155712.7750692,/dev/ttyACM1,,,,,,
1770155712.8079636,/dev/ttyACM0,,,,,,
1770155712.8079636,/dev/ttyACM1,,,,,,
1770155712.8261604,/dev/ttyACM0,,,,,,
1770155712.8261604,/dev/ttyACM1,,,,,,
1770155712.8428626,/dev/ttyACM0,,,,,,
1770155712.8428626,/dev/ttyACM1,,,,,,
1770155712.8605337,/dev/ttyACM0,,,,,,
1770155712.8605337,/dev/ttyACM1,,,,,,
1770155712.8885953,/dev/ttyACM0,,,,,,
1770155712.8885953,/dev/ttyACM1,,,,,,
1770155712.9049284,/dev/ttyACM0,,,,,,
1770155712.9049284,/dev/ttyACM1,,,,,,
1770155712.9304843,/dev/ttyACM0,,,,,,
1770155712.9304843,/dev/ttyACM1,,,,,,
1770155712.961571,/dev/ttyACM0,,,,,,
1770155712.961571,/dev/ttyACM1,,,,,,
1770155713.0212317,/dev/ttyACM0,,,,,,
1770155713.0212317,/dev/ttyACM1,,,,,,
1770155713.054754,/dev/ttyACM0,,,,,,
1770155713.054754,/dev/ttyACM1,,,,,,
1770155713.072735,/dev/ttyACM0,,,,,,
1770155713.072735,/dev/ttyACM1,,,,,,
1770155713.0848427,/dev/ttyACM0,,,,,,
1770155713.0848427,/dev/ttyACM1,,,,,,
1770155713.1004984,/dev/ttyACM0,,,,,,
1770155713.1004984,/dev/ttyACM1,,,,,,
1770155713.1140816,/dev/ttyACM0,,,,,,
1770155713.1140816,/dev/ttyACM1,,,,,,
1770155713.1265,/dev/ttyACM0,,,,,,
1770155713.1265,/dev/ttyACM1,,,,,,
1770155713.1399436,/dev/ttyACM0,,,,,,
1770155713.1399436,/dev/ttyACM1,,,,,,
1770155713.1529424,/dev/ttyACM0,,,,,,
1770155713.1529424,/dev/ttyACM1,,,,,,
1770155713.1647096,/dev/ttyACM0,,,,,,
1770155713.1647096,/dev/ttyACM1,,,,,,
1770155713.1789806,/dev/ttyACM0,,,,,,
1770155713.1789806,/dev/ttyACM1,,,,,,
1770155713.1911232,/dev/ttyACM0,,,,,,
1770155713.1911232,/dev/ttyACM1,,,,,,
1770155713.2127051,/dev/ttyACM0,,,,,,
1770155713.2127051,/dev/ttyACM1,,,,,,
1770155713.2255905,/dev/ttyACM0,,,,,,
1770155713.2255905,/dev/ttyACM1,,,,,,
1770155713.240671,/dev/ttyACM0,,,,,,
1770155713.240671,/dev/ttyACM1,,,,,,
1770155713.2540956,/dev/ttyACM0,,,,,,
1770155713.2540956,/dev/ttyACM1,,,,,,
1770155713.267782,/dev/ttyACM0,,,,,,
1770155713.267782,/dev/ttyACM1,,,,,,
1770155713.279453,/dev/ttyACM0,,,,,,
