timestamp,px,py,pz,vx,vy,vz,yaw_deg,pitch_deg,roll_deg,diag0,diag1,diag2,diag3,diag4,diag5,diag6,diag7,diag8,trace
1765764758.0369985,-0.0078085072406671166,0.0028112638326281323,-0.5176091528457046,-0.019396013871149823,0.008202125922477592,-0.5796613586606162,12.413716675299142,1.0001297350959744,-9.37186695067663,,,,,,,,,,
1765764758.3133426,-0.02607168819047193,0.010736122028924043,-0.8862550969418603,-0.050280857223642755,0.020060366384186117,-0.5542217107479691,0.010115024901528562,1.2665223386545468,-9.343533953138186,,,,,,,,,,
1765764758.4851234,-0.040300786584885256,0.015817000294313228,-0.9852889926155001,-0.10919980975051916,0.03643889048324645,-0.5457128643407296,-0.21265333532650146,0.9992481480276098,-9.372284106497254,,,,,,,,,,
1765764758.498364,-0.04140995526657003,0.016186044831167975,-0.9907432844956496,-0.11263392658643517,0.03737001688770261,-0.5451455116891911,-0.22762047421692974,0.9980170199872236,-9.37243323387642,,,,,,,,,,
1765764758.5116422,-0.04255346511661396,0.01656440063206728,-0.9961919028492838,-0.11606804342235119,0.03830114329215877,-0.5445781590376526,-0.22762047421692974,0.9980170199872236,-9.37243323387642,,,,,,,,,,
1765764758.5240304,-0.044943508321779305,0.017349046025999577,-1.0070721189770062,-0.12293627709418323,0.04016339610107109,-0.5434434537345756,-0.22762047421692974,0.9980170199872236,-9.37243323387642,,,,,,,,,,
1765764758.661053,-0.06382705307037218,0.023357089330904277,-1.0772403549719518,-0.16757979596109146,0.05226803935900118,-0.536067869264575,-0.22762047421692974,0.9980170199872236,-9.37243323387642,,,,,,,,,,
1765764758.6737814,-0.06724733132631232,0.024421072646173426,-1.0879503653042126,-0.1744480296329235,0.0541302921679135,-0.5349331639614979,-0.22762047421692974,0.9980170199872236,-9.37243323387642,,,,,,,,,,
1765764758.686289,-0.06900898220682113,0.024967031199874843,-1.09329686018057,-0.1778821464688395,0.05506141857236966,-0.5343658113099594,-0.22762047421692974,0.9980170199872236,-9.37243323387642,,,,,,,,,,
1765764758.6990294,-0.0708049742556891,0.025522301017620822,-1.098637681530412,-0.18131626330475553,0.05599254497682582,-0.5337984586584209,-0.22762047421692974,0.9980170199872236,-9.37243323387642,,,,,,,,,,
